,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
1258,2,1.0,1.0,1.0,35.0,2,8,0
4537,4,1.0,1.0,2.0,170.0,4,1125,72
7699,4,1.0,1.0,2.0,125.0,4,1125,11
6280,4,2.0,1.0,2.0,190.0,7,1125,16
3021,3,2.0,1.0,2.0,180.0,1,1125,7
5458,4,1.0,1.0,2.0,80.0,1,1125,5
6699,2,1.0,1.0,1.0,47.0,1,1125,1
5670,9,4.0,3.0,6.0,290.0,5,1125,1
4626,3,1.0,1.0,2.0,150.0,30,305,1
7793,2,0.0,1.0,2.0,75.0,1,1125,0
893,6,4.0,1.5,4.0,250.0,3,1125,65
6379,2,1.0,1.0,1.0,100.0,1,3,0
6998,2,1.0,1.0,1.0,135.0,1,1125,134
3914,2,1.0,1.0,1.0,38.0,5,1125,2
4908,1,1.0,1.0,1.0,45.0,1,1125,275
7892,2,0.0,1.0,1.0,47.0,8,45,6
868,2,1.0,1.0,2.0,80.0,6,1125,8
6063,2,1.0,1.0,2.0,60.0,1,1125,0
2991,4,1.0,1.0,2.0,140.0,4,1125,43
3013,2,0.0,1.0,1.0,75.0,2,1125,25
5760,4,1.0,1.5,2.0,200.0,3,1125,84
621,2,1.0,1.0,1.0,39.0,5,130,36
1857,4,2.0,1.0,2.0,75.0,3,30,2
4106,2,1.0,1.0,1.0,80.0,2,45,41
455,2,1.0,1.0,1.0,80.0,5,45,35
7672,2,0.0,1.0,2.0,99.0,3,1125,4
2984,4,0.0,1.0,2.0,55.0,4,120,46
6990,3,1.0,1.0,2.0,90.0,1,20,3
366,1,1.0,2.0,0.0,55.0,1,760,375
3167,3,1.0,1.0,2.0,95.0,5,31,3
2897,4,1.0,1.0,1.0,80.0,4,30,263
362,2,1.0,1.5,1.0,45.0,7,24,0
3617,5,2.0,1.0,3.0,140.0,3,18,67
4834,2,1.0,1.0,1.0,65.0,1,1125,0
286,2,1.0,1.0,1.0,30.0,3,7,100
3758,2,1.0,1.0,1.0,59.0,21,1125,49
189,3,1.0,1.0,2.0,49.0,6,365,283
5438,2,2.0,1.0,1.0,50.0,1,14,2
4517,2,1.0,1.0,1.0,60.0,4,1125,3
5957,2,1.0,1.0,1.0,99.0,3,1125,178
7359,4,2.0,1.0,2.0,100.0,2,7,1
7387,3,1.0,1.0,2.0,125.0,3,1125,1
3487,4,2.0,2.0,2.0,270.0,2,30,26
167,2,0.0,1.0,1.0,105.0,4,730,49
1124,2,1.0,1.0,1.0,80.0,4,30,67
4689,2,1.0,1.0,1.0,79.0,4,31,39
1535,2,1.0,1.0,1.0,105.0,4,1125,76
4851,2,1.0,1.0,2.0,67.0,3,1125,59
2502,2,1.0,1.0,0.0,68.0,5,1125,30
6722,4,1.0,1.0,2.0,109.0,3,1125,5
3044,4,1.0,1.0,1.0,110.0,3,1125,20
3777,4,1.0,1.0,2.0,65.0,7,35,49
1400,2,1.0,1.0,1.0,135.0,14,380,19
6775,5,1.0,1.0,3.0,115.0,3,1125,68
6076,3,1.0,1.0,2.0,110.0,4,30,84
7315,4,1.0,1.0,1.0,61.0,2,1125,16
4345,2,1.0,1.0,1.0,69.0,3,14,30
5164,3,1.0,1.0,2.0,44.0,4,1125,19
7645,2,1.0,1.0,1.0,120.0,2,1125,21
5584,2,0.0,1.0,1.0,55.0,1,1125,92
7164,2,1.0,1.0,3.0,80.0,1,1125,0
7760,2,1.0,1.0,1.0,38.0,2,365,62
5517,4,3.0,1.0,2.0,160.0,3,1125,78
216,2,1.0,1.0,2.0,75.0,2,7,141
7043,2,0.0,1.0,0.0,53.0,2,7,10
2623,8,3.0,2.0,3.0,280.0,3,1125,39
7308,4,1.0,1.0,2.0,50.0,1,1125,0
6673,2,1.0,1.0,1.0,50.0,1,1125,8
7027,4,0.0,1.0,2.0,78.0,2,1125,302
2012,2,0.0,1.0,1.0,50.0,3,93,9
3288,2,1.0,1.0,1.0,70.0,2,4,62
3391,8,2.0,2.0,4.0,195.0,4,1125,103
1600,4,1.0,1.0,1.0,60.0,1,1125,174
6992,3,1.0,1.0,1.0,80.0,5,1125,28
3695,2,1.0,1.0,1.0,75.0,3,21,222
6332,5,3.0,2.0,4.0,290.0,4,30,38
2558,4,1.0,1.0,2.0,50.0,3,1125,35
7119,2,1.0,1.0,1.0,250.0,2,10,1
3110,1,1.0,1.0,1.0,39.0,2,14,138
4698,8,3.0,2.0,6.0,150.0,5,21,0
2689,3,1.0,2.0,2.0,210.0,5,30,51
1494,2,1.0,1.0,1.0,99.0,3,20,27
6923,2,1.0,1.0,1.0,62.0,2,30,45
1743,2,1.0,1.0,1.0,132.0,3,1125,32
4555,2,2.0,1.0,1.0,45.0,7,14,4
7583,3,0.0,1.0,2.0,60.0,5,21,13
3273,2,1.0,1.0,1.0,70.0,2,1125,8
1583,2,1.0,1.0,1.0,130.0,2,3,261
2104,3,2.0,1.0,2.0,139.0,3,7,0
276,4,2.0,2.0,2.0,130.0,3,14,128
4068,4,1.0,1.0,2.0,64.0,1,1125,3
1843,2,1.0,1.0,1.0,78.0,2,30,63
4608,2,2.0,1.0,3.0,65.0,1,1125,0
4842,2,1.0,1.0,2.0,60.0,30,305,54
3227,2,2.0,1.0,2.0,65.0,1,1125,0
6760,8,4.0,3.5,5.0,550.0,4,120,74
328,3,1.0,1.0,1.0,99.0,4,31,6
3926,2,0.0,1.0,1.0,140.0,1,1125,3
1616,2,1.0,1.0,1.0,150.0,4,30,76
5659,2,1.0,1.0,1.0,80.0,1,1125,0
5833,2,1.0,1.0,1.0,90.0,4,1125,27
6721,3,1.0,1.0,2.0,89.0,4,1125,35
2242,3,1.0,1.0,2.0,129.0,6,1125,32
7076,2,1.0,1.0,1.0,95.0,1,1125,173
7627,2,1.0,1.0,1.0,58.0,3,1125,77
4644,4,2.0,1.0,3.0,160.0,3,15,8
6475,5,2.0,1.0,3.0,96.0,6,15,17
2599,3,1.0,1.0,1.0,125.0,4,21,12
2404,2,2.0,1.0,4.0,69.0,6,1125,27
6089,6,2.0,2.0,2.0,169.0,6,1125,4
5122,2,1.0,1.0,1.0,60.0,4,1120,76
6192,2,1.0,1.0,1.0,55.0,6,1125,123
2782,6,4.0,2.5,4.0,270.0,3,365,38
6778,2,1.0,1.0,1.0,50.0,2,1125,4
7085,2,1.0,1.0,1.0,60.0,2,1125,125
833,2,1.0,1.0,1.0,60.0,5,1125,27
1162,4,1.0,1.0,2.0,66.0,4,15,6
4627,4,1.0,1.0,0.0,119.0,7,1125,28
150,2,0.0,1.5,1.0,45.0,4,365,182
7025,2,1.0,0.5,1.0,99.0,1,1125,0
3612,2,1.0,1.0,1.0,60.0,3,30,10
1791,2,1.0,1.0,1.0,76.0,4,60,123
1647,4,2.0,1.0,3.0,100.0,4,16,8
4941,9,3.0,2.0,5.0,450.0,1,1125,78
3414,2,1.0,1.5,1.0,65.0,2,20,12
1141,1,0.0,1.0,1.0,75.0,30,1125,3
3930,2,0.0,1.0,1.0,48.0,2,14,27
4619,1,1.0,1.0,0.0,30.0,3,1125,52
7915,4,0.0,1.0,2.0,55.0,5,1125,29
864,2,1.0,1.0,1.0,54.0,4,30,12
4966,6,2.0,1.0,4.0,169.0,3,30,55
5064,4,2.0,1.0,3.0,70.0,7,1125,7
3226,5,4.0,1.5,5.0,200.0,2,8,18
3428,2,1.0,1.0,1.0,99.0,5,1125,57
6829,1,0.0,1.0,1.0,55.0,30,1125,17
7690,2,0.0,1.0,1.0,60.0,1,1125,14
3399,4,1.0,1.0,2.0,100.0,3,95,29
2435,6,3.0,1.0,4.0,400.0,1,1125,240
2739,2,1.0,2.0,1.0,60.0,3,31,8
6677,2,0.0,1.0,1.0,49.0,3,6,0
2516,2,1.0,1.0,1.0,100.0,7,1125,8
2067,2,1.0,1.0,1.0,80.0,3,15,94
4952,6,4.0,2.0,4.0,220.0,4,30,2
4324,2,1.0,1.0,2.0,37.0,3,40,41
513,2,2.0,2.0,2.0,270.0,5,31,2
4867,3,1.0,1.0,1.0,125.0,3,1125,109
6072,2,1.0,1.0,2.0,52.0,2,20,27
145,3,1.0,1.0,1.0,50.0,5,20,70
655,2,1.0,1.0,1.0,140.0,3,30,44
7355,2,1.0,1.0,1.0,40.0,4,12,3
7280,2,1.0,1.0,1.0,60.0,1,1125,1
2520,4,2.0,1.0,3.0,75.0,3,28,85
7549,3,1.0,1.0,2.0,99.0,28,360,42
15,2,1.0,1.0,1.0,60.0,6,40,1
6296,2,0.0,1.0,1.0,40.0,4,14,0
4609,2,1.0,1.0,1.0,180.0,3,365,10
6404,4,1.0,1.0,2.0,80.0,1,1125,18
3806,5,2.0,1.0,3.0,130.0,4,1125,39
1906,6,2.0,1.0,3.0,110.0,2,365,40
2737,2,1.0,1.0,1.0,73.0,30,1125,30
379,2,1.0,1.0,1.0,120.0,3,60,105
6488,2,1.0,1.0,1.0,50.0,2,8,5
846,2,1.0,1.0,1.0,99.0,4,30,196
1475,4,1.0,1.5,2.0,130.0,4,120,7
2821,2,1.0,1.0,1.0,73.0,2,1125,6
6135,2,1.0,1.0,1.0,28.0,1,1125,17
3911,2,1.0,1.0,1.0,60.0,4,30,24
2482,4,1.0,1.0,1.0,260.0,3,120,4
1501,3,1.0,1.0,2.0,130.0,4,90,55
1428,3,1.0,1.0,1.0,77.0,2,100,168
5653,4,1.0,1.0,2.0,75.0,3,1125,8
3366,2,1.0,1.0,1.0,120.0,3,1125,69
1770,2,1.0,1.0,1.0,60.0,3,30,14
6130,2,1.0,1.0,1.0,650.0,1,1125,0
5775,2,1.0,1.0,1.0,70.0,1,1125,0
4891,2,0.0,1.0,1.0,38.0,3,1124,47
4277,3,1.0,1.0,2.0,135.0,3,1125,1
3651,4,3.0,1.0,4.0,100.0,7,1125,0
947,4,2.0,1.0,2.0,70.0,1,6,5
7603,2,1.0,1.0,1.0,48.0,1,1125,0
5727,2,1.0,3.5,1.0,26.0,3,1125,12
3479,6,3.0,2.0,5.0,260.0,3,1125,29
7079,3,1.0,1.0,1.0,80.0,30,1125,4
4378,5,3.0,1.0,4.0,115.0,2,1125,5
851,5,3.0,2.0,3.0,100.0,3,28,6
4745,5,2.0,1.0,2.0,350.0,4,1125,21
3771,4,1.0,1.0,2.0,120.0,3,1125,0
1037,2,1.0,1.0,1.0,80.0,10,150,0
7710,4,1.0,1.0,2.0,101.0,2,1125,48
4215,3,0.0,1.0,2.0,42.0,2,1125,79
2327,7,2.0,1.0,5.0,155.0,2,200,146
5105,4,1.0,1.0,2.0,45.0,5,16,1
5112,4,2.0,1.0,3.0,85.0,7,44,5
2129,4,1.0,1.0,2.0,283.0,3,365,12
1892,2,1.0,1.0,1.0,75.0,3,30,1
3169,3,1.0,1.0,1.0,145.0,91,1125,8
4483,4,1.0,1.0,2.0,130.0,3,60,72
5924,2,0.0,0.5,1.0,40.0,3,31,63
3946,4,1.0,1.0,2.0,117.0,4,1125,17
4844,4,1.0,1.0,0.0,103.0,30,1125,20
5016,5,2.0,1.0,4.0,95.0,4,1125,22
584,5,3.0,0.0,4.0,250.0,5,1125,9
4051,2,1.0,1.0,1.0,129.0,4,1125,70
7278,6,1.0,1.5,3.0,100.0,3,25,47
3840,3,1.0,1.0,2.0,75.0,4,40,54
467,4,1.0,1.0,3.0,115.0,2,15,231
3452,2,1.0,1.0,1.0,76.0,2,1125,142
5624,2,0.0,1.0,1.0,55.0,1,1125,0
1929,6,3.0,2.5,4.0,349.0,3,1125,63
4988,2,1.0,1.0,1.0,80.0,30,305,13
2970,4,1.0,1.0,1.0,85.0,2,30,22
6171,6,3.0,1.5,4.0,220.0,7,14,3
4837,2,1.0,1.5,1.0,41.0,2,1125,216
5449,6,3.0,2.5,3.0,395.0,5,21,10
3602,2,0.0,1.0,1.0,49.0,92,366,0
2668,2,1.0,1.0,1.0,45.0,2,1125,18
4186,2,1.0,1.0,1.0,119.0,4,1125,6
5242,6,2.0,1.0,3.0,150.0,3,1125,11
5732,2,1.0,1.0,1.0,45.0,1,21,8
4820,2,1.0,1.0,2.0,169.0,2,30,33
5613,4,1.0,1.0,2.0,60.0,2,1125,10
1983,4,2.0,1.5,2.0,229.0,6,30,12
2567,2,1.0,1.0,1.0,65.0,6,1125,27
253,1,0.0,0.5,1.0,59.0,10,365,36
3422,2,0.0,1.0,1.0,65.0,3,90,105
378,3,1.0,1.5,1.0,126.0,4,1125,45
5220,2,0.0,1.0,1.0,45.0,1,1125,0
2384,4,1.0,1.0,1.0,150.0,2,1125,51
3111,6,3.0,2.0,3.0,388.0,6,1125,32
1959,4,2.0,1.5,2.0,189.0,6,240,54
2365,4,2.0,1.0,3.0,120.0,3,1125,49
5750,2,1.0,1.0,1.0,90.0,5,30,3
2061,6,3.0,2.0,4.0,135.0,4,30,30
1243,2,1.0,1.0,1.0,53.0,2,360,30
2421,1,1.0,1.0,3.0,1000.0,365,365,0
475,2,1.0,1.0,1.0,140.0,3,30,181
6789,4,2.0,1.0,2.0,67.0,4,1125,0
6084,5,2.0,1.0,3.0,99.0,3,20,0
7281,4,1.0,1.0,0.0,110.0,3,1125,28
5705,2,1.0,1.0,1.0,80.0,4,1125,2
5853,2,1.0,1.0,1.0,25.0,14,23,0
4946,3,2.0,1.0,2.0,140.0,3,30,60
2919,3,1.0,1.0,2.0,115.0,7,1125,37
2118,3,1.0,1.0,1.0,85.0,3,1124,28
6407,3,1.0,1.0,2.0,80.0,4,1125,0
1073,11,4.0,2.0,11.0,240.0,3,1125,50
6092,4,1.0,1.0,1.0,66.0,2,1125,0
5746,2,0.0,1.0,1.0,105.0,1,10,60
7752,4,1.0,1.0,2.0,95.0,1,1125,0
7545,3,2.0,2.0,2.0,188.0,6,28,22
3701,4,1.0,1.0,2.0,150.0,1,1125,113
5042,2,0.0,1.0,1.0,60.0,7,1125,33
3661,4,1.0,1.0,2.0,70.0,60,1125,46
7413,5,1.0,1.0,3.0,125.0,1,1125,69
6044,3,2.0,1.0,2.0,110.0,4,30,7
6053,4,1.0,1.0,1.0,110.0,1,1125,163
3759,2,0.0,1.0,1.0,45.0,3,1125,110
3406,4,2.0,2.0,2.0,148.0,2,25,34
7067,4,1.0,1.0,1.0,150.0,3,15,69
7777,2,1.0,1.0,1.0,50.0,1,1125,14
7759,2,1.0,1.0,1.0,77.0,2,4,20
5876,4,1.0,1.0,2.0,75.0,2,10,5
6439,2,0.0,1.0,1.0,68.0,1,1125,403
396,2,1.0,1.0,1.0,95.0,7,90,24
3415,8,2.0,1.0,5.0,175.0,4,60,160
3032,2,1.0,1.0,2.0,105.0,30,1125,56
679,6,3.0,1.5,5.0,210.0,3,1125,57
3534,2,1.0,1.0,1.0,130.0,4,180,82
3274,1,1.0,1.0,1.0,111.0,6,1125,1
6120,6,2.0,1.0,2.0,90.0,5,1125,1
3278,4,1.0,1.0,1.0,60.0,1,1125,4
2456,2,1.0,1.0,1.0,140.0,4,7,6
1971,2,1.0,1.0,1.0,47.0,120,1125,1
6304,2,1.0,0.5,1.0,40.0,1,1125,0
7343,3,2.0,1.5,2.0,230.0,5,50,40
2206,4,1.0,1.0,2.0,60.0,5,21,5
4629,5,2.0,1.5,3.0,116.0,6,60,26
6824,4,1.0,1.0,2.0,35.0,1,1125,12
4472,2,1.0,1.0,1.0,62.0,3,1125,20
3244,2,1.0,1.0,1.0,80.0,1000,1124,13
630,5,2.0,1.0,3.0,150.0,3,30,16
609,3,0.0,1.0,1.0,35.0,3,20,13
6995,4,1.0,1.0,2.0,85.0,3,30,0
3191,8,3.0,3.0,7.0,690.0,6,1125,28
4429,4,2.0,2.0,3.0,480.0,1,1125,0
7149,2,1.0,1.0,1.0,90.0,3,1125,64
6320,2,1.0,0.5,1.0,100.0,14,31,0
315,2,1.0,1.0,1.0,60.0,4,60,226
3878,3,1.0,1.0,3.0,70.0,1,1125,0
916,4,2.0,1.0,2.0,90.0,2,8,4
5273,2,0.0,1.0,1.0,60.0,2,1125,13
2795,4,1.0,1.0,1.0,85.0,3,10,45
5222,4,1.0,1.0,1.0,60.0,3,1125,0
6651,2,0.0,1.0,1.0,62.0,2,1125,105
7226,4,1.0,1.0,2.0,108.0,91,366,0
6095,4,2.0,1.0,3.0,90.0,4,1125,12
7521,4,1.0,1.0,2.0,130.0,2,1125,144
4397,2,1.0,1.0,2.0,65.0,10,365,12
7256,4,1.0,1.0,2.0,100.0,1,1125,1
5304,2,1.0,1.0,1.0,65.0,3,7,7
2277,7,3.0,1.0,5.0,160.0,6,1125,31
7616,1,1.0,1.0,1.0,35.0,2,10,1
7406,2,1.0,1.0,1.0,50.0,2,365,0
7132,2,1.0,1.0,1.0,70.0,2,1125,28
5710,4,2.0,1.0,2.0,145.0,3,1125,26
985,10,4.0,2.5,8.0,411.0,3,120,66
615,2,1.0,1.0,1.0,90.0,6,30,20
6692,5,1.0,1.0,1.0,50.0,2,14,16
2521,7,3.0,2.0,3.0,490.0,5,75,47
5501,7,3.0,2.0,4.0,310.0,5,730,55
6415,4,1.0,1.0,2.0,70.0,1,1125,0
1247,4,2.0,1.0,3.0,600.0,1,1125,0
105,2,1.0,1.0,1.0,110.0,30,305,109
5095,2,0.0,1.0,1.0,119.0,2,1125,29
1195,2,1.0,1.0,1.0,65.0,2,1125,9
3805,4,1.0,1.0,2.0,110.0,3,365,92
4417,6,3.0,2.5,3.0,295.0,5,1125,35
3146,2,1.0,1.0,1.0,50.0,3,15,34
7731,1,1.0,0.5,1.0,30.0,20,50,5
412,4,2.0,3.0,2.0,1000.0,365,365,0
3631,5,2.0,2.0,4.0,350.0,3,30,58
7166,6,3.0,2.5,5.0,599.0,1,1125,76
2464,1,1.0,1.0,2.0,45.0,15,30,8
1431,2,1.0,1.0,1.0,60.0,4,40,56
4119,2,1.0,1.0,2.0,120.0,30,1125,7
4652,3,1.0,1.0,2.0,78.0,7,1125,4
3769,2,1.0,1.0,1.0,80.0,2,14,7
5225,6,3.0,2.0,5.0,599.0,1,1125,66
522,4,1.0,1.0,1.0,120.0,3,305,51
3985,2,1.0,1.0,1.0,39.0,3,1125,96
6743,2,0.0,1.0,1.0,40.0,5,1125,0
1025,3,1.0,1.0,1.0,75.0,3,30,44
1623,2,1.0,1.5,1.0,70.0,2,7,17
5794,4,2.0,1.0,2.0,65.0,2,1125,11
2865,2,1.0,1.0,1.0,62.0,4,30,51
1569,4,1.0,1.0,2.0,110.0,4,1125,2
6685,4,1.0,1.0,2.0,180.0,3,30,159
4987,2,1.0,1.0,1.0,89.0,4,1125,73
7182,2,1.0,1.0,1.0,53.0,1,1125,207
5563,2,1.0,1.0,1.0,36.0,2,14,76
7197,2,0.0,1.0,1.0,69.0,13,365,21
5197,2,1.0,1.0,1.0,51.0,5,365,96
1816,2,1.0,1.0,1.0,95.0,2,25,391
235,6,2.0,1.0,4.0,230.0,2,25,98
1642,2,1.0,1.0,1.0,120.0,1,28,11
5882,2,1.0,1.0,1.0,40.0,2,1125,28
1301,4,2.0,1.0,2.0,125.0,2,365,31
257,3,1.0,1.0,2.0,70.0,7,45,8
6717,4,1.0,1.0,2.0,140.0,3,30,0
7415,4,1.0,1.0,2.0,130.0,2,1125,9
6520,2,1.0,1.0,1.0,110.0,3,1125,5
1023,4,2.0,1.0,3.0,103.0,3,365,15
2738,2,1.0,1.0,1.0,75.0,3,365,69
6774,4,1.0,1.0,2.0,50.0,1,1125,0
201,2,1.0,1.0,1.0,90.0,90,365,8
564,2,1.0,1.0,0.0,119.0,3,6,31
3271,6,2.0,2.0,3.0,275.0,91,1125,21
5558,2,1.0,1.0,1.0,50.0,1,1125,0
1381,2,1.0,1.0,1.0,46.0,5,22,2
554,4,1.0,1.0,0.0,95.0,1,1125,230
1,2,0.0,1.0,1.0,115.0,1,90,173
4078,2,0.0,1.0,1.0,60.0,1,1125,5
7446,4,2.0,1.5,3.0,220.0,3,1125,25
5194,4,2.0,1.0,2.0,90.0,7,1125,9
3836,2,1.0,1.0,1.0,145.0,4,45,7
2153,3,1.0,1.0,1.0,59.0,1,25,428
7269,2,0.0,1.0,1.0,69.0,3,30,3
3192,6,2.0,2.0,3.0,190.0,3,60,61
1319,2,1.0,1.0,1.0,45.0,2,7,16
6283,2,1.0,2.0,1.0,160.0,1,1125,0
4436,3,1.0,1.0,2.0,137.0,8,120,4
750,1,1.0,1.0,0.0,70.0,1,1125,49
1213,2,1.0,1.0,1.0,85.0,2,1125,68
2079,4,1.0,1.0,2.0,150.0,1,14,0
2838,4,1.0,1.0,2.0,95.0,3,1125,21
5535,4,2.0,1.0,2.0,85.0,2,14,4
4874,4,2.0,1.0,2.0,130.0,3,30,68
295,4,1.0,1.5,2.0,45.0,2,365,38
6749,2,1.0,1.0,1.0,75.0,3,1125,0
5333,2,1.0,1.0,2.0,80.0,1,13,137
2283,2,0.0,1.0,0.0,50.0,2,15,1
3940,2,1.0,1.0,1.0,75.0,3,1125,0
7960,4,2.0,2.0,3.0,395.0,4,1125,25
3308,2,0.0,1.0,1.0,69.0,2,365,136
3484,2,1.0,1.0,1.0,94.0,8,1125,0
683,3,1.0,1.0,2.0,130.0,5,14,36
7232,4,2.0,1.0,2.0,145.0,2,65,84
3551,2,1.0,1.0,1.0,56.0,20,1125,0
739,1,1.0,1.5,1.0,65.0,30,305,15
722,7,4.0,2.0,4.0,300.0,3,30,43
3637,4,1.0,1.0,2.0,150.0,30,305,119
6583,3,1.0,1.0,2.0,70.0,3,1125,0
691,4,2.0,1.0,2.0,65.0,2,12,7
5808,4,2.0,1.0,2.0,120.0,2,14,8
1457,2,1.0,1.0,1.0,50.0,1,1125,14
3465,2,1.0,1.0,1.0,100.0,28,40,6
6322,2,0.0,1.0,1.0,40.0,3,1125,34
7908,4,3.0,1.0,3.0,80.0,2,365,0
7438,4,1.0,1.0,3.0,165.0,4,1000,59
3927,3,1.0,1.0,1.0,64.0,3,60,33
2363,3,1.0,1.0,2.0,65.0,7,60,43
2992,3,1.0,1.0,2.0,76.0,30,1125,50
6284,4,2.0,1.0,0.0,322.0,5,1125,20
4107,7,3.0,1.0,4.0,143.0,3,1125,96
642,3,1.0,1.0,1.0,105.0,4,7,38
4040,1,1.0,1.0,1.0,44.0,3,30,86
3322,3,1.0,1.0,2.0,85.0,365,365,26
6578,2,1.0,1.0,1.0,70.0,2,1125,129
402,2,1.0,1.0,1.0,140.0,3,1125,10
6716,2,1.0,1.0,1.0,42.0,2,1125,7
3831,3,1.0,1.0,1.0,100.0,4,1125,110
7341,4,1.0,1.0,2.0,80.0,3,1125,0
7990,4,1.0,1.0,2.0,85.0,3,100,42
5259,1,1.0,1.0,1.0,35.0,5,50,14
6804,4,1.0,1.5,2.0,62.0,3,30,8
3560,4,1.0,1.0,2.0,65.0,10,30,2
7964,6,3.0,1.0,4.0,178.0,4,1125,28
881,2,1.0,1.0,5.0,285.0,4,20,6
3887,6,3.0,2.0,3.0,142.0,4,14,30
549,2,0.0,1.0,1.0,145.0,3,365,376
3879,4,1.0,1.0,2.0,55.0,2,1125,40
303,3,1.0,1.0,2.0,99.0,15,365,232
7528,2,1.0,1.0,1.0,100.0,3,6,59
1209,2,1.0,1.0,1.0,102.0,4,60,52
5235,4,2.0,1.0,2.0,145.0,3,1125,19
5542,4,1.0,1.0,2.0,150.0,1,1125,0
3488,2,1.0,1.0,1.0,68.0,6,1124,14
4840,4,2.0,1.0,3.0,400.0,4,30,43
7002,4,1.0,1.0,2.0,190.0,6,1125,67
5256,3,1.0,1.0,1.0,170.0,4,90,5
7262,3,2.0,1.0,4.0,145.0,6,1125,23
6065,4,1.0,1.0,2.0,40.0,3,1125,56
7097,2,1.0,1.0,1.0,250.0,30,90,48
3175,2,1.0,1.0,0.0,58.0,2,364,19
184,4,1.0,1.0,2.0,150.0,3,365,15
1735,4,1.0,1.0,2.0,115.0,4,60,75
394,2,1.0,1.0,1.0,95.0,3,365,53
4124,3,1.0,1.0,2.0,47.0,5,1125,60
3874,4,2.0,2.0,2.0,250.0,4,14,14
143,1,1.0,1.0,1.0,60.0,5,20,150
3657,2,1.0,1.0,1.0,79.0,3,1125,135
7165,4,2.0,2.0,2.0,160.0,6,30,10
4394,4,1.0,1.0,3.0,180.0,3,1125,107
4041,4,1.0,1.0,2.0,120.0,7,1125,2
877,4,1.0,1.0,2.0,85.0,1,1124,376
4196,2,1.0,1.0,1.0,59.0,2,1125,129
3607,6,3.0,2.0,0.0,150.0,3,7,2
1299,4,1.0,1.0,2.0,110.0,7,21,1
3456,2,0.0,1.0,1.0,110.0,3,1125,61
4738,3,1.0,1.0,1.0,59.0,3,1125,35
7099,2,1.0,1.0,1.0,89.0,2,1125,1
5777,2,1.0,1.0,1.0,50.0,1,1125,2
1561,3,2.0,1.0,1.0,60.0,3,30,2
6933,4,1.0,1.0,2.0,65.0,2,1125,15
5888,2,0.0,1.0,1.0,55.0,3,30,3
5276,6,3.0,2.0,3.0,220.0,5,1125,26
2278,2,1.0,1.0,0.0,69.0,2,1125,108
7982,2,1.0,1.0,1.0,68.0,7,100,12
2531,8,3.0,1.0,4.0,170.0,4,1125,2
4065,6,2.0,1.0,0.0,69.0,7,365,11
153,10,4.0,4.5,6.0,600.0,2,365,100
7962,4,1.0,1.0,1.0,120.0,2,1125,3
3730,2,0.0,1.0,1.0,80.0,15,1125,0
165,4,1.0,1.0,2.0,155.0,30,365,18
7561,4,2.0,2.0,2.0,90.0,2,1125,28
5180,2,1.0,1.0,1.0,125.0,4,20,35
6026,2,1.0,1.0,1.0,145.0,4,30,12
7336,2,1.0,1.0,1.0,125.0,3,1125,5
1730,3,1.0,1.0,1.0,55.0,3,8,127
3922,4,2.0,2.0,3.0,250.0,4,30,45
5446,5,3.0,2.0,3.0,130.0,6,30,12
2194,6,2.0,1.0,3.0,175.0,5,60,32
2212,4,3.0,2.0,3.0,420.0,7,60,2
7077,4,0.0,1.0,2.0,70.0,1,100,53
6934,4,1.0,1.5,1.0,70.0,4,20,41
149,2,0.0,1.0,1.0,48.0,30,730,15
7577,3,0.0,1.0,1.0,90.0,3,15,0
1753,2,1.0,1.0,1.0,80.0,2,31,12
1453,2,1.0,0.5,0.0,59.0,4,50,11
5922,2,0.0,1.0,0.0,80.0,3,15,137
1248,2,1.0,1.0,1.0,84.0,3,1093,28
2538,6,2.0,1.0,2.0,95.0,2,1125,59
6433,2,1.0,1.0,1.0,100.0,1,30,1
3230,2,1.0,1.0,1.0,150.0,2,1125,50
4048,3,0.0,1.0,1.0,55.0,1,1125,414
6905,4,2.0,1.0,3.0,120.0,2,1125,18
591,3,1.0,1.0,1.0,52.0,300,730,0
4489,2,7.0,1.0,2.0,114.0,7,120,34
991,2,1.0,1.0,1.0,90.0,3,120,95
7621,6,3.0,2.0,4.0,280.0,5,15,40
7914,4,2.0,2.0,2.0,200.0,3,1125,0
1879,4,2.0,2.0,2.0,130.0,28,365,254
598,2,1.0,1.0,1.0,45.0,3,14,71
3480,2,1.0,1.0,1.0,70.0,3,1125,36
3772,3,1.0,1.0,2.0,130.0,5,30,122
7021,4,2.0,1.5,2.0,149.0,6,1125,198
6356,3,1.0,1.0,3.0,79.0,2,1125,161
5066,4,1.0,1.0,2.0,140.0,5,1125,87
3353,4,1.0,1.0,4.0,125.0,6,100,1
895,2,1.0,1.0,1.0,49.0,3,30,16
829,4,2.0,1.0,3.0,125.0,4,30,1
5033,3,1.0,1.0,2.0,55.0,6,30,20
2856,2,1.0,1.0,1.0,70.0,2,15,12
4370,2,1.0,1.0,1.0,62.0,2,1125,7
6385,4,1.0,3.5,2.0,150.0,1,1125,1
6814,2,0.0,1.0,1.0,50.0,7,1125,6
5546,2,1.0,1.0,1.0,105.0,5,30,45
3713,5,1.0,1.0,3.0,127.0,4,1125,166
2634,2,1.0,1.0,1.0,72.0,4,30,5
5293,2,1.0,1.0,1.0,120.0,1,1125,0
