,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
2698,4,1.0,1.0,2.0,100.0,30,305,12
5231,2,1.0,1.0,1.0,65.0,4,7,0
5582,2,0.0,1.0,1.0,90.0,2,1125,10
886,2,1.0,1.0,1.0,70.0,3,70,74
5622,4,2.0,1.0,4.0,100.0,4,15,10
1008,3,2.0,1.0,3.0,60.0,30,180,1
1868,4,2.0,1.0,2.0,80.0,6,360,1
3091,4,2.0,2.0,3.0,210.0,7,31,23
1237,2,1.0,1.0,1.0,65.0,2,7,6
4914,2,0.0,1.0,1.0,67.0,3,1125,47
3750,2,1.0,1.0,1.0,95.0,5,1125,85
5941,2,1.0,1.0,1.0,90.0,3,10,0
4038,2,0.0,1.0,1.0,160.0,4,30,66
6912,2,0.0,1.0,1.0,55.0,14,1125,0
2238,3,1.0,1.0,2.0,70.0,1,1125,3
3263,3,1.0,1.0,1.0,120.0,6,1125,15
4813,3,1.0,1.0,2.0,150.0,3,30,1
7649,1,1.0,1.0,1.0,30.0,1,1,20
2336,1,1.0,1.0,1.0,59.0,3,1125,12
5326,5,2.0,1.0,4.0,175.0,30,305,178
5055,4,2.0,1.0,2.0,230.0,3,100,36
2535,4,2.0,1.5,2.0,160.0,5,30,19
6503,2,1.0,1.0,1.0,150.0,3,30,4
6167,4,1.0,1.0,2.0,195.0,2,1125,67
377,2,1.0,1.0,1.0,50.0,20,1125,20
6264,2,1.0,1.0,1.0,70.0,1,1125,56
1628,2,1.0,1.0,2.0,50.0,2,21,2
631,6,2.0,1.0,4.0,95.0,5,1125,21
3961,3,1.0,1.0,2.0,130.0,2,30,19
6937,3,2.0,1.0,2.0,85.0,4,25,10
6408,2,0.0,1.0,2.0,53.0,5,1125,113
7634,2,1.0,1.0,1.0,90.0,3,1120,35
5472,4,1.0,1.0,2.0,120.0,1,1125,0
6808,2,1.0,2.0,1.0,35.0,3,1125,4
3785,2,1.0,1.0,1.0,75.0,7,1125,158
7305,4,1.0,1.0,2.0,65.0,3,1125,41
1522,3,1.0,1.0,2.0,180.0,7,78,13
3120,2,1.0,1.0,1.0,75.0,1,1125,513
6326,2,1.0,1.0,1.0,65.0,3,1125,21
4860,3,2.0,1.0,2.0,160.0,5,365,10
2799,2,1.0,1.0,2.0,50.0,7,1125,20
7885,2,2.0,1.0,1.0,60.0,3,1125,140
6639,6,2.0,1.0,3.0,190.0,4,1125,35
4184,4,2.0,1.0,2.0,120.0,2,15,0
5814,4,1.0,1.0,2.0,250.0,2,1125,2
4527,4,1.0,1.0,2.0,72.0,2,1125,44
6137,3,1.0,1.0,2.0,150.0,2,1125,16
663,2,0.0,1.0,1.0,95.0,3,15,21
6811,4,1.0,1.0,2.0,91.0,5,16,5
3350,4,1.0,1.5,1.0,120.0,6,30,76
2626,4,2.0,1.0,2.0,76.0,4,1125,1
3311,2,1.0,1.0,1.0,103.0,5,1125,101
5485,5,2.0,1.0,3.0,120.0,2,25,53
3010,6,3.0,1.0,4.0,250.0,91,1125,30
3726,5,1.0,1.0,3.0,115.0,20,1125,13
2095,5,3.0,1.0,5.0,130.0,6,49,24
3315,1,0.0,1.0,1.0,29.0,6,1125,107
3676,2,1.0,1.0,1.0,50.0,2,1125,3
5497,2,1.0,1.5,1.0,53.0,1,30,59
689,4,0.0,1.0,1.0,115.0,2,1125,0
1121,2,1.0,1.0,1.0,110.0,2,1125,156
953,2,1.0,1.0,2.0,49.0,4,34,15
4509,2,1.0,1.0,1.0,33.0,3,1125,0
42,2,0.0,1.0,1.0,70.0,30,305,74
4981,2,0.0,1.0,1.0,49.0,2,1125,2
4459,4,1.0,1.0,2.0,115.0,3,1125,293
5581,4,2.0,2.0,3.0,525.0,3,365,27
633,4,1.0,1.0,1.0,150.0,6,60,40
6230,2,1.0,1.0,1.0,250.0,6,15,17
7651,13,5.0,2.0,6.0,300.0,2,1125,68
2152,2,0.0,1.0,1.0,88.0,3,1125,165
7225,2,0.0,1.0,1.0,100.0,1,1125,0
503,3,1.0,1.0,0.0,80.0,1,20,110
4680,2,0.0,1.0,1.0,45.0,3,3,0
5035,4,1.0,1.0,2.0,98.0,92,366,1
3412,4,1.0,1.0,2.0,75.0,8,1125,14
5280,2,1.0,1.0,1.0,80.0,1,1125,1
6680,2,0.0,1.0,1.0,60.0,3,1125,0
1133,2,1.0,1.0,1.0,65.0,7,90,30
6437,4,1.0,1.0,1.0,65.0,2,13,1
2805,3,2.0,1.0,2.0,53.0,1,5,11
965,2,1.0,1.0,1.0,85.0,5,1125,22
5239,4,1.0,1.0,2.0,64.0,2,1125,4
1194,2,1.0,1.0,1.0,161.0,3,18,26
472,3,1.0,1.0,1.0,160.0,5,90,24
6631,6,2.0,1.0,2.0,180.0,3,1125,154
4242,1,1.0,1.0,1.0,38.0,2,8,99
6373,4,2.0,1.0,2.0,150.0,1,1125,5
7817,4,1.0,1.0,2.0,54.0,3,33,30
4249,6,2.0,1.0,3.0,250.0,6,360,21
5854,3,2.0,1.0,3.0,110.0,6,1125,13
6809,2,1.0,1.0,1.0,100.0,1,1125,0
535,2,1.0,1.0,1.0,70.0,10,30,19
3037,3,1.0,1.0,1.0,136.0,6,30,28
3827,2,1.0,1.0,1.0,40.0,6,8,77
4458,4,1.0,1.0,2.0,150.0,3,18,4
3611,2,0.0,1.0,1.0,45.0,5,1124,71
2159,3,1.0,1.0,2.0,75.0,35,62,2
4257,6,3.0,2.0,3.0,200.0,5,1125,27
1960,2,1.0,1.0,1.0,90.0,1,1125,0
7769,5,2.0,1.0,2.0,135.0,5,1125,40
7052,1,1.0,2.0,3.0,50.0,5,1125,3
242,4,1.0,1.0,2.0,59.0,1,35,588
777,3,1.0,1.0,1.0,70.0,3,12,18
4757,3,1.0,1.0,2.0,80.0,3,30,41
4540,6,4.0,3.0,4.0,330.0,7,1125,0
2494,3,1.0,1.0,2.0,135.0,5,1125,35
7670,3,2.0,1.0,1.0,49.0,1,1125,0
6945,2,1.0,1.0,1.0,70.0,3,31,153
4060,2,1.0,1.0,1.0,70.0,1,1125,13
7143,2,1.0,2.0,2.0,49.0,1,1125,0
923,3,1.0,1.0,1.0,130.0,3,1125,45
2843,4,2.0,1.0,2.0,220.0,2,1125,71
4279,2,1.0,1.5,2.0,100.0,2,365,1
1579,3,2.0,1.0,2.0,105.0,182,1124,2
3921,6,3.0,2.0,3.0,350.0,2,1125,4
2181,4,2.0,1.0,3.0,150.0,45,90,77
4427,4,3.0,1.0,4.0,216.0,3,1125,61
1413,3,1.0,1.0,2.0,95.0,3,1125,29
2840,2,1.0,1.0,1.0,60.0,2,1125,0
7419,2,1.0,1.0,1.0,69.0,2,15,141
984,2,1.0,1.0,1.0,55.0,2,15,5
2810,2,1.0,1.0,1.0,230.0,2,1125,67
7265,4,1.0,1.0,2.0,50.0,3,150,6
6251,2,0.0,1.5,1.0,58.0,2,120,35
5981,4,1.0,1.0,2.0,150.0,1,1125,2
5571,4,2.0,1.0,5.0,115.0,3,10,1
4708,2,1.0,1.0,1.0,39.0,3,1125,4
1874,4,2.0,1.5,2.0,120.0,4,1124,134
2771,2,0.0,1.0,1.0,38.0,90,700,0
6405,4,2.0,1.5,0.0,99.0,2,30,1
6110,1,1.0,1.0,1.0,30.0,10,14,6
5237,2,1.0,1.0,1.0,54.0,5,1125,1
5945,3,1.0,1.0,0.0,39.0,6,8,72
6052,5,2.0,1.0,2.0,80.0,7,1125,0
989,2,1.0,1.0,1.0,56.0,3,14,22
6193,3,1.0,1.0,1.0,150.0,1,1125,0
7057,4,1.0,1.0,1.0,60.0,4,1125,44
5519,3,1.0,1.0,1.0,40.0,2,1125,0
7514,4,1.0,1.0,2.0,95.0,4,1125,36
4183,2,0.0,1.0,1.0,100.0,30,305,1
593,2,1.0,1.0,1.0,39.0,2,4,247
4624,2,1.0,1.0,1.0,119.0,3,1125,74
5405,4,1.0,1.0,2.0,100.0,2,1125,1
1048,9,4.0,3.0,4.0,500.0,3,1125,213
6961,3,1.0,1.0,0.0,80.0,3,60,26
754,2,1.0,1.0,1.0,70.0,5,1125,11
2269,1,1.0,0.5,1.0,33.0,45,1125,28
3369,2,1.0,1.0,1.0,75.0,4,30,57
3910,2,1.0,1.0,2.0,69.0,4,365,9
5861,2,1.0,1.0,1.0,80.0,7,1125,7
7831,6,0.0,1.0,4.0,50.0,7,1125,3
3553,4,2.0,1.0,2.0,156.0,2,1000,62
3397,4,2.0,1.0,2.0,130.0,3,160,70
4075,6,4.0,2.0,4.0,290.0,4,1125,3
4699,3,1.0,1.0,2.0,60.0,3,1125,10
5993,2,1.0,1.0,1.0,59.0,1,28,0
3382,8,4.0,1.0,4.0,130.0,6,1125,5
7682,6,3.0,2.0,4.0,250.0,1,1125,0
1604,2,1.0,1.0,1.0,60.0,2,35,2
1184,4,1.0,1.0,1.0,105.0,5,35,17
1011,4,1.0,1.0,2.0,195.0,5,31,45
5902,2,0.0,1.0,1.0,65.0,2,365,165
7755,1,2.0,1.0,3.0,60.0,2,30,13
2437,2,1.0,1.0,1.0,95.0,4,1125,31
5745,2,1.0,1.0,1.0,49.0,1,1125,5
6954,4,2.0,2.0,3.0,250.0,91,180,15
547,4,2.0,2.0,3.0,500.0,4,365,42
1510,2,1.0,1.0,1.0,90.0,5,30,7
6207,2,0.0,1.0,1.0,60.0,4,15,16
2415,4,2.0,1.0,2.0,190.0,2,13,10
3902,2,1.0,1.0,1.0,59.0,1,1125,220
5475,4,1.0,1.0,2.0,105.0,3,40,51
1994,4,2.0,1.0,3.0,90.0,6,15,7
3318,4,1.0,1.0,2.0,80.0,2,1125,85
3061,2,1.0,1.0,1.0,65.0,2,1125,0
5617,2,0.0,1.0,1.0,65.0,2,60,30
1581,4,1.0,1.0,2.0,69.0,2,5,46
1665,3,1.0,1.5,1.0,140.0,4,200,44
6091,2,1.0,1.0,1.0,89.0,5,1125,10
4433,2,1.0,1.0,1.0,38.0,3,1125,97
3906,2,1.0,1.0,1.0,69.0,3,90,2
4893,4,1.0,1.0,2.0,78.0,3,30,17
1595,3,1.0,1.0,2.0,75.0,3,14,127
5228,4,2.0,1.0,2.0,70.0,4,1125,16
4758,3,1.0,1.0,1.0,70.0,3,1125,1
3296,5,2.0,1.0,3.0,99.0,2,7,9
2793,2,1.0,1.0,2.0,80.0,3,1125,7
1658,9,3.0,2.0,3.0,225.0,5,14,12
3969,1,1.0,1.0,1.0,65.0,1,1125,181
7221,2,1.0,1.0,1.0,59.0,2,15,27
5767,2,1.0,1.0,1.0,39.0,1,1125,7
1099,1,1.0,1.0,1.0,39.0,9,30,19
206,6,3.0,2.0,6.0,150.0,7,1125,17
3843,2,1.0,1.0,1.0,65.0,2,30,10
732,2,1.0,1.0,1.0,50.0,4,1001,28
6684,2,1.0,1.0,1.0,35.0,14,112,21
6098,2,1.0,1.0,1.0,129.0,2,1124,401
1105,5,1.0,1.0,4.0,190.0,5,60,205
6594,2,1.0,1.0,1.0,80.0,2,1125,17
2398,1,1.0,1.0,1.0,65.0,3,30,90
4877,2,1.0,1.0,1.0,150.0,5,1125,25
80,2,1.0,1.0,1.0,90.0,4,30,52
7870,5,1.0,1.0,3.0,70.0,1,14,31
450,2,1.0,1.0,1.0,150.0,30,305,17
6581,4,1.0,1.0,1.0,95.0,2,1125,51
7105,2,0.0,1.0,1.0,60.0,2,1125,29
4865,2,1.0,1.0,1.0,120.0,2,7,21
7243,4,2.0,1.0,3.0,80.0,3,1125,11
5931,5,2.0,1.0,3.0,65.0,2,50,6
5043,6,2.0,1.0,4.0,150.0,5,1125,20
1889,2,1.0,1.0,1.0,75.0,30,305,36
6512,2,0.0,1.0,1.0,50.0,7,1125,0
4742,2,1.0,2.0,1.0,80.0,1,1125,1
1438,2,1.0,1.0,1.0,90.0,1,30,28
3363,2,1.0,1.0,1.0,95.0,7,1125,0
7834,2,1.0,1.0,1.0,94.0,4,34,18
1157,4,2.0,1.0,2.0,68.0,2,21,3
4557,2,1.0,1.0,1.0,110.0,4,15,0
723,2,1.0,1.0,1.0,74.0,5,30,16
4795,2,0.0,1.0,1.0,38.0,10,25,14
6349,2,1.0,1.5,2.0,100.0,2,30,133
7356,2,0.0,1.0,1.0,75.0,1,1125,0
7905,2,0.0,1.0,1.0,90.0,2,30,69
2175,2,1.0,1.0,1.0,90.0,3,45,58
2581,2,1.0,1.0,1.0,50.0,5,100,1
230,6,1.0,1.0,1.0,40.0,1,365,10
1865,4,2.0,1.0,1.0,120.0,14,21,0
6665,2,1.0,1.0,2.0,150.0,3,10,5
3003,2,1.0,1.0,1.0,50.0,2,15,20
6813,2,1.0,1.0,1.0,55.0,2,15,125
32,5,1.0,2.0,3.0,120.0,2,90,500
7598,2,0.0,1.0,1.0,67.0,3,1125,0
2570,3,1.0,1.0,1.0,65.0,2,1125,4
1803,4,1.0,1.0,2.0,120.0,10,120,11
4768,2,1.0,1.0,1.0,60.0,5,1125,46
2101,1,1.0,1.0,1.0,80.0,6,730,16
1232,3,1.0,1.0,1.0,96.0,5,365,0
1359,6,2.0,1.0,3.0,140.0,2,1125,66
5018,4,1.0,1.0,1.0,95.0,4,1125,3
7300,2,1.0,1.0,2.0,250.0,2,7,28
3073,2,0.0,1.0,1.0,31.0,2,7,4
302,6,3.0,1.0,4.0,160.0,4,31,80
4479,2,1.0,1.0,1.0,130.0,2,1125,38
5420,2,0.0,1.0,1.0,54.0,6,1125,12
3767,2,1.0,1.0,1.0,70.0,1,1125,145
2065,7,3.0,2.0,0.0,130.0,4,30,2
1970,2,1.0,1.0,1.0,65.0,2,10,58
1047,2,1.0,1.0,2.0,111.0,4,305,39
6747,2,0.0,1.0,2.0,61.0,2,1125,66
4116,11,6.0,3.0,7.0,300.0,2,30,29
6911,2,1.0,1.0,1.0,98.0,1,7,3
6527,2,1.0,1.0,1.0,40.0,5,1125,0
2611,6,4.0,2.0,4.0,221.0,2,1125,38
1619,1,2.0,1.0,0.0,47.0,3,30,147
2522,4,2.0,1.0,3.0,178.0,7,28,15
271,5,1.0,1.0,3.0,88.0,4,365,134
939,2,1.0,1.0,1.0,50.0,15,1125,8
4380,1,0.0,1.0,1.0,55.0,2,60,105
1555,2,1.0,1.0,2.0,65.0,3,60,35
6376,2,0.0,1.0,1.0,74.0,7,1125,0
3352,2,1.0,1.0,2.0,150.0,1,1125,0
6367,2,1.0,1.0,1.0,47.0,3,7,113
7200,2,0.0,1.0,1.0,120.0,30,270,13
1375,5,2.0,1.0,4.0,100.0,4,15,39
3570,2,1.0,1.0,0.0,120.0,2,15,9
5290,4,1.0,1.0,2.0,85.0,5,15,11
6291,4,1.0,1.0,2.0,120.0,1,14,6
7893,5,3.0,2.0,3.0,123.0,5,25,2
5119,2,1.0,1.0,1.0,94.0,4,30,36
2142,4,2.0,2.0,2.0,367.0,3,365,9
4006,4,1.0,1.0,2.0,105.0,6,1125,4
135,5,2.0,1.5,0.0,320.0,3,60,141
3760,2,1.0,1.0,1.0,57.0,3,365,260
3147,2,0.0,1.0,1.0,260.0,4,27,20
1189,1,1.0,1.0,1.0,50.0,2,15,8
6427,4,0.0,1.0,2.0,120.0,1,1125,0
6584,2,0.0,1.0,1.0,60.0,3,21,223
7011,3,0.0,1.0,2.0,58.0,1,1125,4
1429,4,1.0,1.0,2.0,68.0,7,120,4
2525,7,3.0,1.5,3.0,249.0,1,30,87
5929,3,0.0,1.0,1.0,33.0,30,60,13
1916,4,3.0,1.0,3.0,149.0,5,45,12
4304,5,2.0,1.0,4.0,195.0,3,1125,81
3057,4,1.0,1.0,2.0,100.0,4,1125,0
6143,4,2.0,1.0,2.0,80.0,1,1125,2
146,2,1.0,1.0,1.0,80.0,2,15,12
1254,2,1.0,1.0,1.0,30.0,6,200,22
7862,4,1.0,1.0,1.0,95.0,5,1125,3
3259,4,1.0,1.0,2.0,119.0,7,62,157
5714,3,1.0,1.0,1.0,95.0,5,90,18
2604,2,1.0,1.0,0.0,80.0,3,8,39
7744,2,1.0,2.0,3.0,50.0,1,1125,0
5768,2,1.0,1.0,0.0,150.0,2,21,31
7734,4,1.0,1.0,1.0,60.0,7,11,0
5712,2,1.0,1.0,1.0,65.0,4,1125,69
5792,6,2.0,1.0,3.0,100.0,2,150,34
5877,5,1.0,1.0,3.0,85.0,4,15,68
7848,2,1.0,1.0,1.0,35.0,15,1125,5
4071,4,1.0,1.0,2.0,55.0,3,1125,5
4845,3,2.0,1.0,4.0,85.0,58,270,20
988,4,2.0,2.0,4.0,100.0,4,31,12
7696,2,0.0,1.0,1.0,80.0,3,1125,47
6455,4,1.0,1.0,2.0,42.0,5,9,0
6397,3,0.0,0.0,1.0,38.0,3,90,18
2298,2,1.0,1.0,1.0,76.0,4,31,16
6205,4,1.0,1.0,2.0,70.0,3,14,1
4549,2,1.0,0.5,1.0,30.0,20,365,7
3334,4,0.0,1.5,0.0,99.0,4,1125,22
7395,1,1.0,1.0,1.0,69.0,7,1125,0
30,4,1.0,1.0,2.0,98.0,2,90,192
1307,5,2.0,1.0,2.0,90.0,6,8,3
6820,2,1.0,1.0,1.0,55.0,2,7,58
3101,4,1.0,1.0,2.0,40.0,1,30,25
662,2,1.0,1.0,1.0,90.0,3,21,1
3907,4,2.0,2.0,2.0,180.0,4,8,75
2293,4,2.0,1.0,2.0,110.0,5,1125,0
326,2,0.0,1.0,1.0,85.0,2,6,239
6042,2,0.0,1.0,1.0,55.0,3,15,0
5084,2,1.0,1.0,1.0,120.0,10,60,30
2803,3,1.0,1.0,1.0,90.0,1,1125,0
4217,2,0.0,1.0,1.0,50.0,2,1125,40
2507,6,3.0,1.0,3.0,57.0,5,16,1
129,4,1.0,1.0,2.0,80.0,5,27,160
5246,3,0.0,1.0,2.0,48.0,1,1125,136
7358,4,1.0,1.0,1.0,90.0,1,30,4
826,2,1.0,1.5,1.0,59.0,3,120,25
1223,2,2.0,1.0,1.0,45.0,5,13,3
6654,4,2.0,2.0,3.0,220.0,1,1125,0
6182,2,0.0,1.0,1.0,49.0,1,1125,0
4241,2,1.0,1.0,1.0,46.0,3,1125,55
7927,2,1.0,1.0,2.0,950.0,1,1125,45
6149,2,1.0,1.0,1.0,80.0,7,1125,0
5144,4,1.0,1.0,2.0,95.0,4,1125,15
4630,4,2.0,2.0,2.0,200.0,7,1125,8
5028,2,1.0,1.0,1.0,50.0,1,1125,0
5843,4,2.0,1.5,3.0,175.0,1,120,46
408,3,1.0,1.0,1.0,59.0,3,25,185
4639,4,1.0,1.0,2.0,76.0,1,7,77
1856,6,2.0,2.0,3.0,148.0,4,1125,10
5618,2,0.0,1.0,0.0,49.0,2,1125,51
3492,4,1.0,1.0,2.0,150.0,5,1125,21
6275,2,0.0,1.0,1.0,99.0,1,1125,38
1734,1,0.0,1.0,1.0,39.0,1,1125,350
1323,4,1.0,1.0,2.0,140.0,3,1125,329
4325,2,1.0,1.0,1.0,30.0,12,350,49
6635,5,2.0,1.0,3.0,90.0,7,1125,4
1825,4,1.0,1.0,2.0,65.0,1,1125,77
2169,6,2.0,1.0,4.0,140.0,3,30,4
5799,2,1.0,1.0,1.0,78.0,3,1125,5
6532,4,1.0,1.5,2.0,70.0,3,1125,0
570,2,1.0,1.0,1.0,40.0,2,7,1
7612,2,1.0,1.0,2.0,220.0,5,90,43
1693,8,4.0,2.5,6.0,509.0,2,1125,47
4776,4,1.0,1.0,2.0,50.0,6,32,32
3193,2,1.0,1.0,1.0,175.0,3,7,0
3207,2,1.0,1.0,1.0,70.0,1,90,374
103,4,1.0,1.0,2.0,165.0,30,1125,37
3262,2,1.0,1.0,2.0,64.0,2,15,1
5470,4,1.0,1.0,2.0,95.0,6,1125,12
2650,5,2.0,2.0,4.0,120.0,7,21,3
623,3,0.0,1.0,2.0,80.0,2,90,56
3238,4,2.0,1.0,2.0,90.0,3,120,29
4740,4,1.0,1.0,2.0,65.0,2,1125,6
7412,2,1.0,1.0,1.0,48.0,7,20,0
2259,2,1.0,1.0,1.0,100.0,5,1125,0
7666,3,1.0,1.0,1.0,75.0,1,1125,0
329,2,1.0,1.0,1.0,179.0,2,20,34
1675,2,1.0,1.0,1.0,100.0,6,60,49
5874,6,2.0,1.0,2.0,145.0,6,1125,0
7676,5,3.0,2.0,3.0,260.0,2,1125,16
2624,2,1.0,1.0,1.0,50.0,365,1125,10
1079,2,1.0,0.5,1.0,50.0,2,45,73
3379,4,2.0,2.0,3.0,170.0,120,1125,2
6874,6,3.0,2.5,3.0,300.0,3,1125,0
6560,4,1.0,1.0,2.0,55.0,2,21,15
6575,2,1.0,1.0,1.0,49.0,1,1124,309
133,3,1.0,1.0,1.0,160.0,4,30,22
6068,2,1.0,1.0,1.0,57.0,1,1125,118
6470,2,0.0,1.0,2.0,40.0,4,30,25
4187,5,2.0,2.0,5.0,150.0,3,60,125
1556,4,1.0,1.0,2.0,80.0,365,365,71
604,1,1.0,1.0,2.0,146.0,90,360,4
465,4,2.0,1.0,5.0,151.0,3,60,48
5183,4,2.0,1.0,3.0,130.0,1,1125,0
574,2,0.0,1.0,1.0,59.0,2,1125,69
2537,5,2.0,1.0,4.0,100.0,5,57,36
2904,3,1.0,1.0,1.0,35.0,1,7,188
6295,2,0.0,1.0,2.0,30.0,2,1125,7
4003,1,1.0,1.0,1.0,40.0,1,1125,2
7309,2,1.0,1.0,1.0,120.0,1,1125,11
3237,5,1.0,1.0,3.0,87.0,4,40,55
6526,2,0.0,1.0,1.0,90.0,2,1125,13
5980,3,0.0,1.0,1.0,90.0,1,1125,352
275,2,1.0,1.0,1.0,59.0,1,1125,126
7833,6,4.0,2.0,5.0,200.0,5,16,6
6986,2,1.0,1.0,1.0,59.0,9,15,3
3393,4,1.0,1.0,2.0,60.0,1,14,10
4414,4,1.0,1.0,2.0,150.0,4,100,34
2514,1,1.0,1.0,1.0,54.0,1,1125,295
5573,6,2.0,1.0,3.0,150.0,3,1125,143
1230,6,1.0,1.0,3.0,125.0,2,1125,130
981,4,1.0,1.0,2.0,85.0,4,365,126
5062,4,2.0,1.0,2.0,140.0,3,21,4
3466,2,0.0,1.5,1.0,58.0,3,1125,210
7295,2,3.0,1.0,2.0,150.0,1,1125,0
7702,4,1.0,1.0,2.0,90.0,6,1125,1
5667,6,2.0,2.0,0.0,250.0,4,30,2
7928,2,1.0,1.0,1.0,80.0,3,1125,5
5594,2,0.0,1.0,1.0,72.0,3,28,217
7730,2,0.0,1.0,1.0,95.0,5,1125,0
19,5,1.0,1.0,3.0,55.0,4,730,23
1562,3,1.0,1.0,3.0,80.0,2,30,32
5294,3,2.0,2.0,2.0,295.0,3,12,38
2453,2,1.0,1.0,2.0,102.0,3,60,14
7420,4,2.0,1.0,2.0,55.0,4,30,5
5782,6,3.0,1.0,3.0,250.0,5,1125,21
3462,2,0.0,1.0,1.0,100.0,5,1125,165
4382,2,0.0,1.0,1.0,25.0,1,1125,0
2280,4,1.0,1.0,3.0,106.0,6,60,48
5932,2,1.0,1.0,1.0,47.0,3,21,4
7384,2,1.0,1.0,0.0,75.0,1,7,8
5506,1,1.0,1.0,1.0,35.0,7,7,11
3128,4,1.0,1.0,2.0,60.0,2,1125,4
6580,2,1.0,1.5,1.0,42.0,28,1124,17
3662,5,2.0,1.0,3.0,120.0,2,30,96
7510,4,1.0,1.0,2.0,200.0,4,60,11
7192,1,0.0,0.5,1.0,39.0,30,305,15
6966,7,1.0,1.0,4.0,165.0,1,1125,69
63,2,1.0,1.0,1.0,114.0,30,30,0
7683,3,1.0,1.0,2.0,27.0,4,1125,7
2571,6,3.0,1.0,4.0,240.0,5,1125,28
2003,2,1.0,1.0,1.0,95.0,3,35,50
7692,1,1.0,1.0,1.0,85.0,6,1125,59
2964,3,1.0,1.0,1.0,133.0,91,1125,9
2584,6,3.0,1.0,3.0,210.0,5,1125,13
5831,5,3.0,2.0,5.0,250.0,6,90,0
1614,4,1.0,1.0,1.0,125.0,1,7,5
6124,1,1.0,1.0,1.0,65.0,1,1125,0
1190,3,1.0,1.0,2.0,110.0,2,1125,1
7685,2,1.0,1.0,1.0,55.0,6,9,28
3963,2,1.0,1.0,1.0,85.0,2,31,15
4166,4,1.0,1.0,2.0,75.0,5,20,3
5004,3,0.0,1.0,2.0,68.0,4,90,89
1557,3,1.0,1.5,1.0,52.0,4,1125,162
3450,4,1.0,1.0,2.0,115.0,3,1125,9
4770,2,1.0,1.0,1.0,55.0,4,10,25
5786,1,1.0,1.0,1.0,35.0,6,112,127
2074,2,1.0,1.0,1.0,60.0,4,1125,0
6618,4,2.0,1.0,2.0,50.0,3,14,9
7034,4,1.0,1.5,1.0,40.0,2,4,0
6694,2,1.0,1.0,0.0,85.0,2,10,65
3258,5,2.0,1.5,3.0,200.0,91,1125,30
2180,4,2.0,1.5,5.0,190.0,2,30,33
4377,2,2.0,1.0,1.0,65.0,3,1125,15
1717,4,2.0,1.0,2.0,120.0,2,45,27
7762,2,1.0,1.0,1.0,72.0,2,1125,0
1235,4,1.0,1.0,2.0,188.0,4,40,79
5454,2,1.0,1.0,1.0,75.0,2,1125,5
3718,3,1.0,2.0,2.0,220.0,7,364,19
419,3,1.0,1.0,2.0,95.0,3,30,2
3197,1,1.0,1.0,1.0,95.0,2,1125,8
6081,2,1.0,1.0,1.0,75.0,1,1125,0
1920,3,1.0,1.0,2.0,85.0,5,1125,98
4442,4,2.0,1.0,4.0,180.0,8,1125,4
3883,3,0.0,1.0,1.0,80.0,7,120,5
2808,3,1.0,1.5,2.0,220.0,4,1125,7
3747,4,2.0,1.5,3.0,149.0,2,60,59
2509,2,1.0,1.0,1.0,74.0,21,1125,17
1554,1,1.0,1.0,1.0,50.0,2,21,52
5612,4,1.0,1.0,2.0,73.0,1,15,8
193,3,1.0,1.0,2.0,110.0,5,120,182
1068,4,2.0,1.0,3.0,130.0,7,30,6
1478,4,1.0,1.0,2.0,95.0,1,1125,193
1737,2,1.0,1.0,1.0,90.0,5,90,18
4221,2,0.0,1.0,1.0,5000.0,5,1125,2
7071,5,3.0,1.0,4.0,150.0,7,21,7
613,2,0.0,1.0,1.0,100.0,2,1125,134
2690,4,2.0,2.0,2.0,100.0,2,7,2
6425,2,0.0,1.0,2.0,90.0,7,30,107
6056,5,3.0,1.5,3.0,110.0,3,30,1
2164,2,1.0,1.5,1.0,55.0,3,10,112
4012,3,3.0,1.0,2.0,85.0,4,1125,8
3674,2,1.0,1.0,1.0,30.0,5,90,9
389,3,1.0,1.0,1.0,60.0,3,365,12
7177,2,1.0,1.0,1.0,50.0,4,30,0
616,5,2.0,1.0,4.0,100.0,5,15,23
79,5,2.0,1.5,4.0,140.0,2,365,336
4439,2,1.0,1.0,1.0,50.0,3,1125,0
7026,2,1.0,1.0,1.0,119.0,1,4,0
7882,2,1.0,1.5,1.0,45.0,1,1125,4
2638,2,1.0,1.0,1.0,40.0,2,62,4
6359,1,1.0,1.0,1.0,50.0,2,1125,60
5350,6,3.0,1.0,5.0,150.0,7,1125,3
5554,2,1.0,1.5,2.0,65.0,2,15,5
696,4,1.0,1.0,3.0,75.0,2,14,4
2837,3,1.0,1.0,2.0,115.0,3,28,305
5234,2,1.0,1.0,1.0,51.0,3,365,14
7261,2,1.0,1.0,1.0,50.0,2,31,18
91,4,2.0,1.0,3.0,140.0,5,730,10
3755,6,2.0,1.0,3.0,99.0,2,7,63
5133,2,1.0,1.0,1.0,110.0,365,365,0
4992,3,0.0,1.0,1.0,50.0,3,1125,32
1415,2,1.0,1.0,1.0,51.0,10,12,3
1835,4,2.0,1.0,3.0,190.0,4,21,48
1664,3,3.0,2.0,3.0,240.0,2,8,14
5641,3,2.0,1.0,2.0,150.0,1,1125,0
5788,2,1.0,1.0,1.0,70.0,15,1125,15
7563,3,0.0,1.0,1.0,84.0,5,1125,122
4303,2,0.0,1.0,1.0,40.0,3,12,0
